title,filename,difficulty,total_notes,duration,peak_density,mean_density,peak_scratch_density,bpm_min,bpm_max,bpm_ratio,rand,doji,kdan,tril,tate,sara,cnbs,total,notes,oabmb,cpi_easy,cpi_clear,cpi_hard,cpi_exhard,cpi_fc
PHASE SHIFT MANEUVER,phasesft,A,1354,120.83,16.8,12.1927,2.4,163.0,163.0,1.0,59.7,41.4,65.7,12.9,23.8,5.6,7.8,216.9,1344,1072.0,,,,,
PILGRIM,pilgrim,A,1381,116.9,16.4,11.7744,1.0,150.0,150.0,1.0,79.6,45.5,65.9,14.4,33.2,2.5,1.0,242.1,1380,1090.0,,,,,
Playing With Fire,playfire,A,1043,100.5,17.6,11.6876,3.0,160.0,160.0,1.0,49.2,40.0,45.4,7.8,21.8,12.1,0.0,176.3,1043,921.5,,,,,
Plea Per Phase,ppphase,A,1395,124.8,16.0,11.144,2.4,150.0,150.0,1.0,70.0,48.1,55.4,4.0,21.2,7.4,0.0,206.1,1395,1097.5,,,,,
POLꓘAMAИIA,plkmania,A,1970,117.0,21.4,16.6542,4.4,160.0,160.0,1.0,81.8,52.3,67.3,16.1,62.3,20.3,12.4,312.5,1960,1380.0,,,,,
Pollinosis,pollino,A,1201,115.97,17.8,10.2293,2.4,145.0,145.0,1.0,59.0,62.4,59.1,24.3,40.4,6.3,0.0,251.5,1201,1000.5,,,,,
POODLE,poodle,X,1088,118.5,12.8,9.0756,2.2,160.0,160.0,1.0,40.0,34.4,25.6,6.0,31.2,5.7,0.0,142.9,1088,944.0,,,,,
PopなEDEN,pop_eden,A,1235,119.02,13.6,10.2367,0.8,305.0,305.0,1.0,41.1,52.8,37.0,2.9,14.8,2.1,0.0,150.7,1235,1017.5,,,,,
Pout,pout,A,1317,114.35,19.2,11.4261,2.4,170.0,170.0,1.0,34.8,67.8,24.3,3.3,12.5,6.8,30.5,180.0,1272,1036.0,,,,,
Programmed Genom,progenom,A,1214,120.1,15.8,9.9653,2.2,150.0,150.0,1.0,64.2,35.5,55.9,11.2,32.6,9.5,0.0,208.9,1214,1007.0,,,,,
Programmed Sun,prog_sun,A,1275,123.44,17.8,10.2355,3.0,144.0,144.0,1.0,70.9,40.0,61.4,8.8,21.6,6.8,14.9,224.4,1266,1033.0,,,,,
Programmed World,prgworld,A,1143,119.22,18.2,9.5133,1.8,153.0,153.0,1.0,66.6,44.3,64.5,3.4,14.0,3.5,0.0,196.3,1143,971.5,,,,,
prompt,prompt,A,1420,122.42,16.8,11.5122,1.4,198.0,198.0,1.0,28.2,51.7,33.9,9.2,28.0,2.0,0.0,153.0,1420,1110.0,,,,,
Psychedelic Intelligence,psychint,A,1448,131.2,14.4,10.9333,1.4,150.0,150.0,1.0,78.9,37.4,55.8,3.9,21.8,6.1,0.0,203.9,1448,1124.0,,,,,
Psycho Sheep Riddim,psysheep,X,1189,113.6,15.4,10.3526,5.2,150.0,150.0,1.0,22.4,55.0,23.3,13.4,19.5,33.3,51.5,218.4,1117,958.5,,,,,
",",punch_lv,X,1222,120.0,15.4,10.0645,1.0,172.0,172.0,1.0,36.6,54.9,35.4,8.1,17.3,3.3,0.0,155.6,1222,1011.0,,,,,
quasar,quasar,A,1113,117.77,18.6,9.4136,1.2,155.0,155.0,1.0,87.7,29.4,68.7,3.3,14.1,2.0,0.0,205.2,1113,956.5,,,,,
Queen Kaguya,q_kaguya,A,1274,121.2,17.6,10.7932,3.8,200.0,200.0,1.0,24.4,38.3,23.8,7.3,21.2,9.6,35.9,160.5,1216,1008.0,,,,,
Quick Silver,q_silver,A,1233,111.28,16.4,10.9964,3.2,172.0,172.0,1.0,49.8,46.7,39.5,5.0,15.5,8.2,75.2,239.9,1228,1014.0,,,,,
R5,r5,A,832,95.67,15.8,8.6167,2.2,180.0,180.0,1.0,1.7,50.8,1.0,56.3,84.5,5.4,0.0,199.7,832,816.0,,,,,
rainbow flyer,rbwflyer,A,1037,116.86,15.6,8.9009,1.2,148.0,148.0,1.0,72.4,31.8,56.1,14.9,45.6,3.2,0.0,224.0,1037,918.5,,,,,
rainbow guitar weeps,rbguitar,A,1370,118.46,18.4,11.4874,0.8,156.0,156.0,1.0,64.5,49.3,59.5,26.4,45.3,1.8,0.0,246.8,1370,1085.0,,,,,
rainbow rainbow,rbwrbw,A,1223,112.54,17.6,10.7841,2.6,177.0,177.0,1.0,35.1,54.7,30.0,13.1,45.8,4.6,0.0,183.3,1223,1011.5,,,,,
Raison d'être～交差する宿命～,raison,A,1152,126.22,14.2,9.0346,2.8,120.0,175.0,1.4583,55.5,20.2,61.7,8.2,17.3,7.0,0.0,169.9,1152,976.0,,,,,
Raspberry Potion(feat.あれたん♡ & ぎゃるのしん☆),rspotion,A,1267,123.47,16.4,10.3721,2.0,177.0,177.0,1.0,32.0,46.9,23.7,8.6,23.7,8.6,6.8,150.3,1262,1031.0,,,,,
Rave lithosphere,ravelith,A,1229,112.94,16.6,11.9882,4.0,170.0,170.0,1.0,48.2,49.9,37.5,8.8,22.9,9.6,0.0,176.9,1229,1014.5,,,,,
Rave Saves You feat. Cardz(Exclusive IIDX Mix),ravesave,A,1170,120.84,18.0,9.6149,4.4,143.0,143.0,1.0,30.7,39.5,22.9,7.3,23.5,17.6,0.0,141.5,1170,985.0,,,,,
RAVE SYNDROME,ravesynd,A,1402,122.18,17.2,11.3642,3.2,165.0,165.0,1.0,44.1,47.6,23.0,3.1,18.5,14.6,0.6,151.5,1401,1100.5,,,,,
Realize Maze,realmaze,A,1503,127.25,16.2,11.7234,1.6,149.0,149.0,1.0,61.0,59.8,48.5,13.5,46.4,5.6,0.0,234.8,1503,1151.5,,,,,
Red Determination,redeterm,A,1355,117.33,16.0,11.4644,6.8,180.0,180.0,1.0,56.6,30.1,42.3,11.2,23.1,25.8,37.6,226.7,1308,1054.0,,,,,
Red Soul,redsoul,A,1494,120.08,18.4,12.3008,6.8,180.0,180.0,1.0,75.9,44.6,71.8,16.4,2.5,35.0,0.0,246.2,1494,1147.0,,,,,
refractive index,refindex,A,1360,113.77,14.2,11.8351,1.8,154.0,154.0,1.0,77.2,37.1,62.7,5.5,34.2,5.5,0.0,222.2,1360,1080.0,,,,,
Rejection Girl,rejegirl,A,1352,120.0,18.4,11.265,2.2,174.0,174.0,1.0,43.3,44.1,32.3,3.8,17.8,9.0,51.8,202.1,1253,1026.5,,,,,
RESONATE 1794,reso1794,A,951,126.0,14.4,7.4835,2.6,160.0,160.0,1.0,31.8,28.5,24.1,13.4,31.2,8.1,0.0,137.1,951,875.5,,,,,
Ride To The Core,ridecore,A,1279,113.06,17.6,11.1807,4.0,240.0,240.0,1.0,9.6,36.7,11.9,2.2,6.8,8.7,0.0,75.9,1279,1039.5,,,,,
RISING FIRE HAWK,risehawk,A,1372,114.65,18.0,11.9965,3.0,157.0,157.0,1.0,54.8,53.7,50.3,17.4,44.3,8.2,0.0,228.7,1372,1086.0,,,,,
RISLIM-Remix-,rislimr,A,927,103.64,15.2,8.7462,2.0,132.0,132.0,1.0,31.8,48.2,21.3,12.2,80.9,9.7,0.0,204.1,927,863.5,,,,,
Ritual of Anubis,ritual_a,A,1422,109.97,18.0,12.8127,3.8,190.0,190.0,1.0,32.7,48.7,21.1,1.6,14.8,19.4,0.0,138.3,1422,1111.0,,,,,
Rock It,rock_it,A,892,117.18,14.2,8.4438,3.0,170.0,170.0,1.0,50.2,26.9,44.8,33.2,42.8,5.3,0.0,203.2,892,846.0,,,,,
Rock Da House,rokhouse,A,947,104.23,13.6,8.9924,2.2,175.0,175.0,1.0,29.4,35.7,22.5,2.5,4.1,7.3,0.0,101.5,947,873.5,,,,,
"ROCK女 feat. 大山愛未, Ken",rockonna,A,1337,116.9,16.8,11.9081,2.6,150.0,150.0,1.0,77.2,35.3,60.9,24.6,61.8,6.8,21.0,287.6,1312,1056.0,,,,,
Romanticが止まらない,romatoma,A,1367,108.15,15.6,12.5138,1.6,162.0,162.0,1.0,45.6,65.0,39.3,1.6,12.6,4.3,0.0,168.4,1367,1083.5,,,,,
R∞tAge,rootage,A,1395,126.4,16.0,12.1217,5.0,150.0,150.0,1.0,58.0,50.4,51.6,18.2,21.9,11.5,0.0,211.6,1395,1097.5,,,,,
Rosa azuL,rosaazul,A,1417,110.03,17.0,12.7351,3.4,155.0,155.0,1.0,79.3,38.3,64.6,9.5,28.9,11.3,0.0,231.9,1417,1108.5,,,,,
ROTTERDAM SHOGUN,rtshogun,A,1230,112.24,14.0,10.7947,3.4,199.0,199.0,1.0,15.2,48.2,10.7,5.7,18.8,13.6,15.9,128.1,1204,1002.0,,,,,
rough percussionythm,roughper,A,1295,122.14,14.8,10.4602,6.8,175.0,175.0,1.0,24.0,29.4,15.9,5.5,13.9,57.0,29.9,175.6,1259,1029.5,,,,,
Routing,routing,A,1284,113.33,15.6,11.1965,6.0,144.0,144.0,1.0,36.8,46.0,30.8,6.9,24.5,32.0,0.0,177.0,1284,1042.0,,,,,
ROZA DE ANDALUCIA,rozaanda,A,1430,120.63,15.8,12.7429,1.8,191.0,191.0,1.0,47.8,30.0,46.1,24.4,42.7,8.2,0.0,199.2,1430,1115.0,,,,,
Rubrum Piano,rubpiano,A,1253,103.5,18.2,12.0462,1.4,160.0,160.0,1.0,74.6,45.7,77.0,14.9,10.0,5.4,0.0,227.6,1253,1026.5,,,,,
Ruler or Loser,rulerorl,A,1339,117.33,17.2,11.2678,2.0,174.0,174.0,1.0,36.4,51.5,27.3,21.2,44.4,4.4,8.0,193.2,1324,1062.0,,,,,
rumrum triplets,rumrum,A,1541,125.0,17.2,12.2206,1.8,192.0,192.0,1.0,53.8,45.8,47.0,4.5,20.3,5.0,0.0,176.4,1541,1170.5,,,,,
S!ck,sick,A,1365,120.76,17.8,11.157,4.8,177.0,177.0,1.0,48.1,36.6,37.2,10.7,20.5,13.0,3.3,169.4,1360,1080.0,,,,,
S!ck (Nhato Remix),sick_r,A,1279,111.81,16.8,11.3375,2.8,174.0,174.0,1.0,60.9,31.4,53.0,7.4,22.8,5.1,31.4,212.0,1249,1024.5,,,,,
SABER WING,saberwng,A,1049,117.47,20.2,8.981,1.4,37.0,444.0,12.0,14.8,60.0,13.7,3.4,14.5,2.9,0.0,109.3,1049,924.5,,,,,
Sakura Mirage,sakuramr,A,1087,102.75,18.0,10.4311,3.4,187.0,187.0,1.0,38.4,33.1,27.1,5.0,37.0,9.7,10.6,160.9,1080,940.0,,,,,
Sakura Reflection,sakurarf,A,1025,100.86,17.4,10.0554,1.4,181.0,181.0,1.0,9.6,61.2,9.8,0.0,4.7,5.4,21.1,111.8,1000,900.0,,,,,
Sarutobi Champion is 拙者,sarutobi,A,1153,104.77,19.4,10.9486,4.0,120.0,195.0,1.625,48.6,37.1,47.4,22.1,42.7,12.5,0.0,210.4,1153,976.5,,,,,
satellite020712 from \,sa2712ac,A,1178,110.26,17.2,10.564,5.2,154.0,154.0,1.0,53.7,45.1,45.9,4.6,17.0,12.4,0.0,178.7,1178,989.0,,,,,
Scandal,scandal,A,1476,97.05,20.2,15.002,2.0,120.0,228.0,1.9,80.3,48.8,61.0,20.6,58.9,3.9,54.0,327.5,1412,1106.0,,,,,
Scarlet Moon,scarmoon,A,1193,109.33,16.4,10.7964,3.0,180.0,180.0,1.0,44.8,41.6,43.0,6.5,20.3,7.0,4.9,168.1,1192,996.0,,,,,
Scars of FAUNA,scrfauna,A,1447,118.91,18.6,12.0538,0.6,165.0,165.0,1.0,36.4,73.5,30.7,2.6,19.4,1.2,57.7,221.5,1370,1085.0,,,,,
Scharfrichter,scharfri,A,1458,121.94,18.6,11.941,1.6,217.0,217.0,1.0,14.1,53.4,10.7,5.3,11.9,4.2,42.3,141.9,1411,1105.5,,,,,
SCHWARZSCHILD FIELD,schwarzs,A,1168,102.5,19.0,11.2252,3.4,150.0,150.0,1.0,64.9,32.0,50.5,14.7,52.1,18.2,0.0,232.4,1168,984.0,,,,,
Scripted Connection⇒ N mix,script_n,X,979,108.18,13.8,9.0167,1.8,151.0,151.0,1.0,54.5,26.8,41.4,9.3,33.6,8.6,0.0,174.2,979,889.5,,,,,
Second Heaven,secondhv,A,1032,114.46,19.2,8.927,3.2,149.0,149.0,1.0,28.1,51.4,23.9,0.7,37.1,5.3,0.0,146.5,1032,916.0,,,,,
Secret of Love,seclove,A,968,115.65,14.0,8.3096,1.2,162.0,162.0,1.0,44.7,25.6,40.7,8.8,40.1,2.7,0.0,162.6,968,884.0,,,,,
See You Again,seeyouag,A,1584,124.89,16.6,12.5616,3.6,175.0,175.0,1.0,47.1,41.3,39.9,0.0,8.8,16.2,0.0,153.3,1584,1192.0,,,,,
SEITEN NO TERIYAKI,sei_teri,A,1223,116.0,16.4,10.5635,2.2,137.0,273.0,1.9927,60.6,47.1,41.8,11.5,16.0,8.6,29.7,215.3,1193,996.5,,,,,
Selfish Sweet,selfishs,X,877,112.0,10.4,7.7239,2.0,135.0,135.0,1.0,28.0,27.0,25.4,3.1,11.6,8.9,0.0,104.0,877,838.5,,,,,
SEQUENCE CAT,sequence,A,1385,120.93,16.6,11.3289,1.0,145.0,145.0,1.0,86.7,40.3,78.2,2.1,14.5,2.9,0.0,224.7,1385,1092.5,,,,,
Seraph,seraph,A,1227,116.67,17.8,10.4547,1.0,216.0,216.0,1.0,6.5,54.2,6.6,0.0,7.1,2.3,14.8,91.5,1222,1011.0,,,,,
Session 1-Genesis-,session1,A,1225,105.54,18.0,11.4811,1.2,79.0,178.0,2.2532,61.2,50.8,59.5,11.6,19.5,3.2,59.7,265.5,1169,984.5,,,,,
SHADE,shade,A,0,0.0,0.0,0.0,0.0,151.0,151.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,,,,,
Shadow World,shadowld,A,1369,122.67,16.0,11.218,1.0,180.0,180.0,1.0,34.0,56.3,29.4,5.3,10.4,2.7,0.0,138.1,1369,1084.5,,,,,
SHELTER OF THE MIND,shelter,A,1521,131.03,15.6,11.4621,2.2,185.0,185.0,1.0,29.9,42.7,33.2,12.3,43.6,5.9,0.0,167.6,1521,1160.5,,,,,
Shiva,shiva,A,963,104.1,15.2,10.3183,3.6,150.0,150.0,1.0,65.0,23.9,39.5,11.7,15.0,8.7,9.5,173.3,958,879.0,,,,,
Shoot'Em All,shoot_em,A,1247,135.79,16.2,9.0765,2.0,152.0,152.0,1.0,55.9,34.8,53.7,6.0,31.9,10.8,0.0,193.1,1247,1023.5,,,,,
Show Me All Your Love,showlove,A,1482,123.73,18.4,11.8597,2.2,165.0,165.0,1.0,57.4,41.5,46.5,21.3,33.6,7.9,0.0,208.2,1482,1141.0,,,,,
Six String Proof,sixproof,A,1164,107.08,16.6,10.9811,1.6,130.0,130.0,1.0,75.0,38.4,74.3,21.7,48.8,7.4,26.1,291.7,1123,961.5,,,,,
smile,smile,A,1210,125.79,16.6,9.8311,3.0,189.0,189.0,1.0,29.3,43.6,26.7,4.8,27.4,10.6,0.0,142.4,1210,1005.0,,,,,
smooooch・∀・,smooooch,X,1089,111.27,13.8,9.6589,2.6,177.0,177.0,1.0,14.2,36.1,15.7,4.7,14.9,8.5,0.0,94.1,1089,944.5,,,,,
Smug Face-どうだ、オレの生き様は-(ONLY ONE EDITION),smugface,A,1330,121.48,16.2,10.8623,1.6,162.0,162.0,1.0,80.8,35.2,54.1,16.2,43.9,4.0,8.0,242.2,1322,1061.0,,,,,
SnapSkipSpark,snapskip,A,1466,120.65,15.8,12.0942,2.4,185.0,185.0,1.0,33.0,67.0,26.0,0.5,6.5,3.9,0.0,136.9,1466,1133.0,,,,,
Snow Goose,snwgoose,A,1107,96.6,17.6,11.3278,1.2,200.0,200.0,1.0,66.1,25.2,59.0,10.4,28.8,0.8,0.0,190.3,1107,953.5,,,,,
Souhait bleu,souhaitb,A,1407,100.27,25.4,13.8277,3.4,225.0,225.0,1.0,44.6,40.9,42.5,11.3,44.1,6.4,62.3,252.1,1338,1069.0,,,,,
SOUND OF GIALLARHORN,sgiallar,A,1585,129.21,17.8,12.1431,2.2,184.0,184.0,1.0,32.3,58.2,23.6,9.3,31.9,4.4,0.0,159.7,1585,1192.5,,,,,
SPACE FIGHT,spfight,A,905,100.25,17.4,9.5319,1.6,139.0,139.0,1.0,51.9,46.2,42.9,7.4,28.0,5.5,0.0,181.9,905,852.5,,,,,
Space In Time,spaceint,A,1047,117.63,13.8,8.8051,3.6,120.0,174.0,1.45,31.6,23.6,29.6,17.7,11.9,16.4,47.6,178.4,990,895.0,,,,,
Sparkle Smilin',s_smilin,A,1243,109.42,15.4,11.3284,1.8,180.0,180.0,1.0,22.6,47.2,18.2,8.8,16.7,4.3,16.2,134.0,1227,1013.5,,,,,
Speculation,speculat,A,1530,113.76,19.8,13.3053,2.8,190.0,190.0,1.0,37.4,67.7,32.7,11.5,27.4,6.4,13.4,196.5,1507,1153.5,,,,,
Spica,spica,A,1167,105.12,18.8,11.3725,1.8,128.0,128.0,1.0,70.4,34.5,72.4,16.9,126.1,5.6,0.0,325.9,1167,983.5,,,,,
squall,squall,A,1369,114.95,18.2,11.8087,1.4,190.0,190.0,1.0,52.3,40.9,39.3,1.3,11.9,3.6,0.0,149.3,1369,1084.5,,,,,
Squeeze,squeeze,A,1257,104.05,17.0,11.92,4.8,173.0,173.0,1.0,59.3,39.4,56.0,9.1,24.9,7.1,0.0,195.8,1257,1028.5,,,,,
Star Trail,strtrail,X,1045,116.76,15.4,8.9214,2.6,148.0,148.0,1.0,48.2,35.6,38.0,7.7,18.4,7.2,66.4,221.5,974,887.0,,,,,
Stargazing Trip ～星 探す旅～ ft. 小林マナ,stgztrip,A,1344,119.35,16.6,11.175,1.0,185.0,185.0,1.0,15.4,57.2,12.5,0.0,1.6,3.3,8.3,98.3,1336,1068.0,,,,,
STARLiGHT,strlight,A,1399,124.3,16.6,11.1376,4.8,199.0,199.0,1.0,13.9,49.0,10.1,9.0,22.4,19.5,0.0,123.9,1399,1099.5,,,,,
STARLIGHT JUNCTION,starjunc,X,1106,118.5,13.6,9.2521,2.4,160.0,160.0,1.0,31.7,32.1,31.1,2.6,7.9,7.0,0.0,112.4,1106,953.0,,,,,
State Of The Art,sotart24,A,1570,120.77,16.4,12.8744,1.4,155.0,155.0,1.0,102.4,37.9,81.7,8.0,31.2,2.6,0.0,263.8,1570,1185.0,,,,,
Stella Sinistra,sinistra,A,1189,113.5,17.4,10.4,1.2,120.0,180.0,1.5,78.4,45.3,75.2,17.1,6.3,4.3,0.0,226.6,1189,994.5,,,,,
STELLAR WIND,stellar,A,1291,112.69,18.0,11.2938,2.2,162.0,162.0,1.0,64.0,35.6,51.9,35.3,59.2,6.6,0.0,252.6,1291,1045.5,,,,,
stoic,stoic,A,1120,111.97,16.2,9.8696,1.2,155.0,155.0,1.0,71.9,29.8,47.5,7.2,45.1,3.6,0.0,205.1,1120,960.0,,,,,
STOIC HYPOTHESIS,stoichyp,A,1442,120.0,15.2,11.8694,2.4,170.0,170.0,1.0,65.1,35.6,56.3,4.8,23.0,7.5,0.0,192.3,1442,1121.0,,,,,
STRAIGHT TO THE STARS,straitst,A,1506,115.44,18.0,12.9224,1.6,158.0,158.0,1.0,85.9,48.4,67.2,5.4,26.3,5.0,0.0,238.2,1506,1153.0,,,,,
Stylus,stylus,A,1440,109.18,16.0,13.1743,2.8,165.0,165.0,1.0,72.3,43.6,60.4,16.6,38.3,6.7,0.0,237.9,1440,1120.0,,,,,
Submerge Serenade,submerge,A,2103,123.82,22.2,16.921,4.0,157.0,157.0,1.0,107.6,62.1,92.8,17.9,38.6,11.5,7.1,337.6,2097,1448.5,,,,,
Substance,substanc,A,1578,123.85,16.6,12.6532,4.6,120.0,174.0,1.45,85.8,29.4,80.7,22.9,33.9,13.3,0.0,266.0,1578,1189.0,,,,,
Sun Field,sunfield,A,1234,105.79,16.2,11.5792,2.4,152.0,152.0,1.0,56.7,45.0,46.0,6.5,25.2,9.7,0.0,189.1,1234,1017.0,,,,,
SUNLiGHT (IIDX Mix),sunlight,A,1309,104.56,19.4,13.0889,0.4,170.0,170.0,1.0,88.8,46.6,64.5,14.3,41.3,0.8,0.0,256.3,1309,1054.5,,,,,
SUPER HEROINE!!,sheroine,A,1187,107.1,16.0,11.0916,2.4,186.0,186.0,1.0,38.0,42.1,29.4,6.3,15.0,10.3,27.9,169.0,1166,983.0,,,,,
Swarm Of Scarabs,swarmofs,A,1212,109.09,15.6,11.0091,4.4,110.0,110.0,1.0,69.9,42.1,56.7,19.0,58.9,21.6,19.7,287.9,1188,994.0,,,,,
SWEETEST SAVAGE,savagecp,A,916,105.26,13.8,8.6226,4.8,114.0,114.0,1.0,38.5,26.0,27.8,11.2,79.4,38.0,0.0,220.9,916,858.0,,,,,
Swing My Wonderland,swingmyw,A,1570,125.65,16.0,12.446,2.2,170.0,170.0,1.0,54.9,51.8,53.3,6.1,19.3,7.8,0.0,193.2,1570,1185.0,,,,,
Synergy For Angels,synergy,A,1327,112.5,17.2,11.7204,2.0,160.0,160.0,1.0,75.1,42.3,58.1,8.9,26.6,3.9,0.0,214.9,1327,1063.5,,,,,
T.R.O.L.L.,troll,A,1329,119.3,17.8,11.035,4.0,100.0,160.0,1.6,44.0,45.2,45.9,14.7,22.9,20.1,0.0,192.8,1329,1064.5,,,,,
Tail Lights,tailight,A,1589,124.62,19.0,12.6912,0.6,156.0,156.0,1.0,75.5,56.4,68.4,26.6,57.5,1.0,0.0,285.4,1589,1194.5,,,,,
Take It Easy,take_ez,A,379,124.1,13.6,5.7273,1.0,205.0,205.0,1.0,3.0,45.2,3.0,0.0,17.5,4.1,0.0,72.8,379,379,,,,,
Take My Life,takelife,A,1340,117.94,17.2,11.5362,1.2,175.0,175.0,1.0,70.9,41.7,63.7,8.2,9.2,4.8,0.0,198.5,1340,1070.0,,,,,
TECHNO RUMBLE,tcrumble,A,1481,122.91,17.2,11.9398,2.6,170.0,170.0,1.0,75.6,27.7,52.8,18.5,30.6,12.8,4.3,222.3,1480,1140.0,,,,,
Tell me what you wish feat.らっぷびと,tellwhat,A,1436,128.87,13.8,11.0295,1.4,203.0,203.0,1.0,28.9,39.8,27.2,11.3,12.3,2.6,0.0,122.1,1436,1118.0,,,,,
Temple of Anubis,t_anubis,A,1335,128.61,16.2,10.2899,5.8,155.0,155.0,1.0,37.6,40.8,31.3,9.6,31.8,18.0,13.4,182.5,1317,1058.5,,,,,
THE BLACK KNIGHT,tbknight,A,1471,121.66,18.8,11.9836,2.0,154.0,154.0,1.0,85.9,42.9,71.7,21.0,38.9,1.9,16.2,278.5,1459,1129.5,,,,,
THE CANNONBALLER,tcannonb,A,1726,131.29,18.8,13.0545,2.2,170.0,170.0,1.0,70.6,49.9,63.9,13.4,42.6,6.4,0.0,246.8,1726,1263.0,,,,,
THE DETONATOR,the_deto,A,1636,138.73,16.0,11.7554,2.8,173.0,173.0,1.0,32.4,59.5,28.1,7.3,30.2,9.5,0.0,167.0,1636,1218.0,,,,,
The Dirty of Loudness,thedirty,A,1263,101.82,18.8,12.3353,1.8,165.0,165.0,1.0,66.5,77.1,45.9,11.5,24.1,5.4,0.0,230.5,1263,1031.5,,,,,
THE FALLEN,t_fallen,A,1327,110.66,18.2,11.9387,2.2,167.0,167.0,1.0,45.6,57.6,41.2,13.6,14.7,7.7,0.0,180.4,1327,1063.5,,,,,
THE LAST STRIKER,tlaststr,A,1309,120.73,18.2,11.2362,0.8,185.0,185.0,1.0,49.4,41.3,40.5,8.6,33.0,1.8,0.0,174.6,1309,1054.5,,,,,
the shadow,t_shadow,A,1232,130.77,16.4,9.3969,3.0,156.0,156.0,1.0,69.1,33.4,58.0,18.2,46.9,4.5,0.0,230.1,1232,1016.0,,,,,
THE SHINING POLARIS(kors k mix),tpolak30,A,1645,125.67,18.4,12.9587,5.0,172.0,172.0,1.0,88.8,31.5,53.0,5.7,15.9,16.3,0.0,211.2,1645,1222.5,,,,,
THE TIME MACHINE,timemchn,A,1350,117.68,17.4,11.4237,3.0,155.0,155.0,1.0,83.7,34.7,68.5,3.3,16.1,9.0,2.9,218.2,1347,1073.5,,,,,
the trigger of innocence,trigger,X,775,129.6,10.6,5.96,0.2,150.0,150.0,1.0,5.4,38.7,5.8,0.0,24.0,0.1,0.0,74.0,775,775,,,,,
Theory,theory,A,0,0.0,0.0,0.0,0.0,102.0,146.0,1.4314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,,,,,
This Is Club Musik feat. 大久保紅葉,tclubmzk,A,1343,116.45,17.2,11.4137,5.4,165.0,165.0,1.0,58.6,36.6,43.4,5.1,27.4,19.0,0.0,190.1,1343,1071.5,,,,,
(This Is Not) The Angels,theangel,A,1240,118.83,16.6,10.4237,2.2,33.0,130.0,3.9394,63.9,52.5,53.5,8.3,33.5,6.7,0.0,218.4,1240,1020.0,,,,,
Time Distortion pt.2(IIDX Edit),timedist,A,1492,116.9,17.4,12.6479,1.8,150.0,150.0,1.0,73.7,54.2,65.2,5.3,16.6,4.9,0.0,219.9,1492,1146.0,,,,,
Time To Empress,time2emp,X,1362,108.75,14.6,12.3761,1.6,148.0,148.0,1.0,67.3,50.8,52.7,6.1,24.2,5.7,11.7,218.5,1343,1071.5,,,,,
TOKAKU=ALMiRAJ,tokakual,A,1477,115.76,16.0,12.6655,4.6,170.0,170.0,1.0,59.8,25.7,52.0,4.8,17.0,26.7,0.0,186.0,1477,1138.5,,,,,
ToyCube Pf.(RX-Ver.S.P.L.),toycube,X,1144,118.51,13.0,9.5916,1.6,120.0,180.0,1.5,11.0,45.7,11.6,0.0,23.4,4.6,0.0,96.3,1144,972.0,,,,,
TRIP THE DEEP,tripdeep,A,1289,124.44,17.4,10.3452,7.8,135.0,135.0,1.0,59.1,30.2,48.9,21.4,42.0,47.6,0.0,249.2,1289,1044.5,,,,,
tripping contact(teranoid&MC Natsack Remix),trip_mc,A,1207,116.87,18.0,10.2879,1.6,187.0,187.0,1.0,28.2,37.5,31.4,9.3,25.0,7.1,0.0,138.5,1207,1003.5,,,,,
Tropical April,tropical,A,1178,108.13,19.2,10.7743,3.4,182.0,182.0,1.0,19.6,59.4,24.7,12.9,17.0,8.8,0.0,142.4,1178,989.0,,,,,
TYPE MARS(G-Style Mix),typemars,A,1150,116.32,14.8,9.7504,2.2,159.0,159.0,1.0,64.5,23.0,57.0,21.1,46.2,4.7,0.0,216.5,1150,975.0,,,,,
U.S.A.,usa,A,1370,119.32,16.8,12.3945,2.0,177.0,177.0,1.0,36.2,50.6,27.2,11.5,22.3,8.0,0.0,155.8,1370,1085.0,,,,,
Uh-Oh,uh_oh,A,1228,122.14,16.8,9.9447,7.6,175.0,175.0,1.0,20.0,35.2,17.4,1.5,16.2,37.6,0.0,127.9,1228,1014.0,,,,,
UMMU,ummu,A,1540,120.0,17.0,12.6942,4.8,180.0,180.0,1.0,54.3,36.1,35.7,11.4,28.2,18.0,13.2,196.9,1520,1160.0,,,,,
UNDERWORLD HOLOGRAPHY,undrholo,A,1531,124.49,17.0,13.2348,1.4,187.0,187.0,1.0,55.3,51.8,48.0,6.1,31.5,4.1,0.0,196.8,1531,1165.5,,,,,
Unicorn tail,unicorn,A,1588,134.21,20.0,11.7378,2.4,170.0,170.0,1.0,45.5,53.9,43.7,11.8,24.2,5.3,0.0,184.4,1588,1194.0,,,,,
UNITE THE HEART,unitehrt,A,1555,129.73,16.0,12.835,2.2,185.0,185.0,1.0,48.4,46.8,45.7,11.7,26.8,7.1,0.0,186.5,1555,1177.5,,,,,
Urban Constellations,urbancon,A,1063,116.41,14.8,10.017,2.0,167.0,167.0,1.0,54.3,33.2,53.4,7.5,13.7,5.0,22.3,189.4,1041,920.5,,,,,
